	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105
NFIC	414.95575	54.045	4.6525	15.36	3.5575	16.44125	2.33	24.285	9.82138	44.68875	2.134	1.5012903	0.545	3.11	41.516666	16.833889	4.4890623	76.14731	0.555	19.442104	4.2475	10.800181	0.72	35.33	12.234375	2.4875	0.60333335	45.26	10.436	31.485	7.065	8.45	9.658125	5.925	2.3153334	36.93	28.76794	9.825	25.351667	18.275	6.2575	27.2275	3.905	6.6766667	13.18375	11.875	22.345	39.349754	49.2775	18.895	25.39375	13.05875	95.14	36.46375	35.66	2.134	1.5012903	18.542143	63.455334	59.33	76.14731	19.35923	16.897142	26.72	37.609287	52.82	26.328888	47.41	57.19	44.57	18.916153	37.47	28.3145	24.095	6.66375	57.88	24.751429	2.1021428	14.58625	32.4975	141.119	39.9525	72.85833	38.3175	10.107223	0.27	10.867727	15.949	13.656538	13.609412	5.2675	45.8325	0.165	26.155	22.065	10.519286	20.946875	7.19625	3.58875	10.69	16.796	51.67	31.758333	16.96	5.785
NFIL3	94.58685	6.235	24.41	2.14	7.4675	50.5	6.175	5.34	0.6491379	2.5625	3.548	6.0419354	1.7975	3.64	23.013334	17.131111	41.298283	5.7396154	1.83	14.274211	18.8525	6.718091	0.815	30.79	9.818125	0.45	3.525	5.712	1.694	3.825	3.77	2.7	6.90625	10.5	9.922667	45.105	9.291764	17.831667	6.69	2.585	0.415	8.215	3.94	5.653333	28.51875	13.43375	8.895	5.5619674	15.775	6.6225	4.12875	3.09625	25.998	6.3325	24.43	3.548	6.0419354	16.380714	10.394667	14.190714	5.7396154	17.641539	42.32357	0.55	29.393572	9.32	7.3855557	10.41	13.506667	8.69	25.944616	9.23	16.087	11.325	12.96875	18.82	5.4878573	12.623571	23.54	6.1025	55.576	6.11	14.373333	8.65875	5.7527776	0.445	27.669546	6.61	6.588077	8.242941	5.05625	10.52625	0.7525	18.801	5.3083334	9.96	3.3575	2.5675	1.145	24.9025	3.353	9.06	14.463333	4.7733335	5.405
NFIX	261.87152	34.03	15.09	24.5925	17.27	7.95625	0.255	7.955	0.34172413	27.10375	0.154	0.073548384	0.015	0.115	16.436666	0.8705556	6.0903125	53.267693	0.02	27.56421	9.7275	4.224	0.03	11.31	3.969375	22.84	0.145	83.48	25.47	9.47	9.5425	3.5925	12.689375	0.175	0.10966667	26.125	5.855882	5.8783336	34.958332	7.205	0.73	84.65	2.6616666	26.69	7.0175	8.08125	28.26	89.33705	5.905	21.3775	11.07125	11.8675	29.261	16.40875	151.83	0.154	0.073548384	9.396428	36.838	46.18786	53.267693	11.892307	20.96	19.13	78.53214	42.9	3.7061112	42.675	59.073334	49.48	21.956154	40.83	69.642	47.8825	4.5925	54.344	6.502857	1.46	6.4475	47.7175	85.382	16.53	45.37	8.63125	8.162778	1.4675	12.307727	52.556	6.105	16.584118	3.10625	42.44	4.12	31.753	13.855	12.872143	8.651875	2.115	1.81625	1.2875	16.491	58.08	30.945	20.177778	3.34
NFKB1	273.72302	11.855	19.6525	6.7775	12.895	41.0275	15.835	13.94	32.786896	3.45	1.476	2.9	1.9575	2.775	13.383333	19.948889	13.692968	10.061923	1.0975	11.798947	38.1225	5.418909	1.805	23.355	16.204374	8.985	14.101666	16.19	5.216	5.99	15.3	14.72	10.43375	3.42	4.3566666	14.782	7.6261764	5.4166665	6.511667	3.245	0.615	6.325	2.27	1.43	6.36125	8.6625	23.255	6.8140163	5.0475	8.855	4.0975	9.13625	7.726	9.21375	5.36	1.476	2.9	7.384286	6.826	7.3835716	10.061923	14.001538	20.516428	1.13	25.34357	6.53	4.576667	13.04625	19.06	16.55	18.373077	19.276667	16.3375	8.12	6.90625	14.075334	5.075714	6.149286	8.0175	6.74	12.697	4.8675	6.568333	6.77875	4.8177776	0.775	15.450909	4.824	14.453846	8.975588	1.785	11.53125	0.185	12.691	4.0033336	44.762856	6.418125	1.39625	1.52375	15.4175	5.347	16.85	10.848333	4.345556	1.57
NFKB2	243.43384	14.515	22.345	7.8375	20.08	26.442917	15.61	28.6	77.59914	3.665	7.519	22.288387	7.1425	10.21	79.246666	122.14278	9.555781	9.704616	2.4275	38.16421	32.95	10.859909	1.44	28.75	29.201876	6.665	24.585	84.926	11.976	12.175	11.4675	11.4125	23.61375	14.335	11.759	17.106	10.755589	10.86	11.955	8.395	0.8025	2.2625	0.87666667	1.635	10.10125	6.9825	14.31	2.7509017	5.935	10.65	4.3175	3.575	4.131	5.0	4.02	7.519	22.288387	3.8485715	7.198	7.6707144	9.704616	13.716154	17.610714	1.03	16.972857	4.01	2.3544445	7.11875	14.643333	10.45	23.965385	14.71	11.726	7.6375	3.09875	12.850667	11.721429	7.392143	7.91875	6.03	10.16	2.975	4.8366666	6.18375	7.388889	0.3575	10.71	4.095	23.506538	10.806765	0.715	4.145	0.05	10.982	4.1183333	44.80143	3.0425	1.41875	0.84375	13.79875	5.446	12.72	9.278334	3.2455556	1.09
NFYA	166.93562	19.43	9.5	28.56	6.255	46.517082	11.62	9.69	12.348104	4.1975	8.836	16.658386	4.455	19.265	19.22	16.515556	20.929218	6.6696153	5.255	4.6094737	66.1375	11.500636	5.38	17.465	13.925625	8.4275	14.6866665	26.396	7.742	12.75	14.77	3.8625	11.7675	26.79	18.635334	5.207	7.7429414	8.35	2.745	0.98	0.33	14.015	1.665	3.0133333	6.2725	6.51625	8.915	8.9084425	3.8325	4.1875	1.05625	2.82125	2.845	1.95	13.18	8.836	16.658386	7.0585713	3.316	3.827143	6.6696153	23.904615	20.81	1.87	33.700714	4.54	3.8016667	4.19875	7.3966665	7.11	7.8023076	7.2033334	18.2515	8.475	2.0875	12.056	3.4221427	5.747143	5.30625	6.8	6.572	2.355	3.75	2.5075	2.1005557	0.585	14.499545	9.34	8.061539	9.675	1.19125	6.08	0.965	36.702	1.6566666	32.604286	4.825625	0.79125	1.2925	8.4175	2.713	8.24	5.645	3.221111	0.935
NFYB	225.4148	13.19	37.22	14.9225	26.7075	29.572916	14.765	13.405	15.926552	15.97625	22.332	35.61032	8.0125	23.885	10.95	30.296112	18.28625	9.196154	10.4475	11.384211	43.26	15.992727	5.785	10.805	37.65625	13.09	13.235	14.01	4.956	14.51	16.295	11.3475	12.1975	43.665	41.82567	22.275	12.609412	8.4366665	17.763334	5.9	0.535	29.8875	2.9016666	6.825	8.725	12.78625	6.885	9.139426	4.4425	8.5925	8.10125	2.79	7.283	19.49375	36.16	22.332	35.61032	22.153572	11.294666	11.104285	9.196154	43.827694	33.135	10.4	52.612858	12.55	6.582778	4.60125	11.8133335	10.56	24.193846	12.256667	27.3355	14.7075	3.62375	20.62	6.803571	7.347857	10.6625	7.795	12.955	6.925	16.715	3.5425	13.19	0.515	22.493637	20.299	17.734615	16.060883	2.04875	5.0125	0.885	37.202	6.245	49.732857	4.4625	2.2025	1.0675	17.25125	4.462	13.03	18.07	4.631111	1.34
NHLH1	105.76712	0.225	0.215	2.4	0.135	0.19791667	0.14	0.625	0.34655172	0.095	0.333	0.4480645	0.07	0.64	0.07	0.42722222	0.1571875	0.033461537	0.195	0.18421052	0.335	0.5772727	0.07	0.065	0.15125	0.0	0.21833333	0.072	0.026	0.07	0.83	0.02	0.193125	0.7	0.27666667	0.095	0.03852941	0.645	0.02	0.0	0.0	0.3325	0.0033333334	4.51	0.07125	0.1225	0.035	0.29418033	0.07	0.06	0.005	0.005	0.03	0.0	33.62	0.333	0.4480645	0.007142857	0.026	0.02	0.033461537	0.13384615	0.17	0.13	0.17642857	0.0	0.017777778	0.0075	0.083333336	0.05	0.046153847	0.053333335	0.2755	0.11	0.015	0.07066666	0.028571429	0.08571429	0.09625	0.0	0.038	0.015	0.016666668	0.01375	0.015555556	0.0	0.14	1.408	0.088846155	0.05	0.0225	0.04	0.02	0.098	0.016666668	0.33	0.00125	0.0	0.0	0.09125	0.016	0.0	0.013333334	0.0044444446	0.0
NKX1-1	50.79548	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009354839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0056666667	0.002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0825	0.0	0.0	0.0	0.0	0.0	0.01	0.0	0.009354839	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.137	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.004285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
NKX1-2	138.27466	0.01	0.0	0.0	0.0	0.0	1.045	0.015	0.002586207	0.0	8.692	13.845161	17.1675	6.9	1.2833333	0.0011111111	0.00203125	0.00038461538	8.2375	0.012105263	0.0	0.0007272727	0.0	0.095	0.2375	0.055	0.0	0.064	0.102	0.99	0.17	0.0	0.0	8.095	20.587667	0.0	0.00058823527	0.075	0.0	0.0	0.0	0.1	0.02	0.24333334	0.02	0.0325	0.015	0.19286886	0.0025	0.2325	0.0	0.23	0.0	0.0075	1.03	8.692	13.845161	0.0	0.0	0.0	0.00038461538	0.0046153846	4.3985715	0.01	0.0	0.0	0.0011111111	0.4675	0.006666667	0.0	0.01	0.0	0.0655	0.005	0.0	0.11466666	0.0	0.023571428	0.02	0.09	0.0	0.0	0.0	0.0025	0.0022222223	0.0	2.6613636	0.586	0.0	0.04235294	0.0	0.37625	0.005	0.05	0.013333334	0.015714286	0.0	0.0	0.0	0.10625	0.003	0.0	0.0	0.0044444446	0.04
NKX2-1	130.09918	0.01	0.0	0.0	0.0	0.0	0.46	0.04	0.0029310344	0.0	0.002	0.0025806453	0.35	0.0	0.56333333	0.0	0.00125	0.0	0.0	0.0031578948	31.985	0.0014545454	0.0	0.0	0.02875	0.0	0.0	0.01	0.006	0.065	0.0	0.0	0.0	0.0	0.014666666	0.006	0.010294118	0.33333334	0.006666667	0.0	0.0	40.285	0.0	0.0033333334	0.00125	0.0	0.065	0.101639345	0.0	0.01	0.0575	0.0	0.0	0.0025	0.0	0.002	0.0025806453	0.004285714	0.0013333333	0.0	0.0	0.0076923077	0.034285713	0.01	88.527145	0.0	0.0011111111	0.0	60.43	60.83	55.246155	0.006666667	0.325	0.06	0.0	0.032	0.007142857	0.0	0.0	0.01	0.017	0.0	0.015	0.00125	0.0	0.0	0.0036363637	0.022	0.016923077	0.021470588	0.0	0.0	0.015	0.054	0.016666668	0.024285715	41.02125	0.0	0.0	0.0	30.77	61.15	0.0	0.0	0.0
NKX2-2	85.975204	37.805	0.0	0.0	0.0	0.0	0.0	0.0	0.0003448276	0.0	0.012	0.0061290325	0.065	0.04	0.0	0.0033333334	0.0	0.06153846	0.0	0.0	0.555	0.024454545	0.0	0.01	0.07875	2.1125	0.0	0.024	0.0	0.0	0.005	4.68	0.0	0.015	0.028	0.692	0.00058823527	0.0	0.02	0.0	0.205	2.6025	0.0	1.6966667	0.0	0.0	0.585	4.435246	34.49	0.0	0.0	0.0	0.0	0.0	8.05	0.012	0.0061290325	0.0	0.008	0.0	0.06153846	0.0	2.1735713	2.33	0.095714286	0.0	0.0	0.005	0.0	0.02	0.0	0.36666667	0.1865	0.125	0.0	0.009333333	3.1435714	0.0	0.0	0.015	0.002	0.0	0.0	0.0	0.026666667	0.005	1.3518182	11.984	0.16	0.84588236	0.0	0.015	0.025	0.012	0.016666668	0.024285715	0.0125	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0
NKX2-3	86.209175	0.045	0.0	0.0	0.0	0.0	0.175	0.0	0.0	0.0	0.0	0.0006451613	0.0	0.0	0.0	0.0022222223	0.00015625	0.0	0.0	0.0	0.1325	0.0	0.0	0.0	0.066875	0.07	0.0	0.056	0.008	0.0	0.005	0.22	0.0	0.0	0.184	0.497	0.002352941	0.053333335	0.05666667	0.0	0.06	0.03	0.0033333334	0.0	0.015	0.015	2.585	0.00032786885	0.9075	0.5025	0.0225	0.0275	0.0	0.0175	0.0	0.0	0.0006451613	0.004285714	0.0013333333	0.0028571428	0.0	0.0046153846	17.37857	0.0	0.0007142857	0.01	0.010555555	0.0	0.013333334	0.0	0.026153846	6.15	1.1895	0.285	0.30875	0.052666668	0.885	0.0007142857	0.0175	0.0	0.004	0.0	0.0	0.01125	3.2027779	0.015	10.165	0.004	15.130384	2.5708823	0.0	0.0	0.0	0.074	0.02	0.032857142	0.21375	0.0	0.4875	0.0	0.01	0.09	0.01	0.0	0.0
NKX2-4	91.99	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.004310345	0.0	0.302	0.1748387	0.0	0.065	0.0	0.0011111111	0.00015625	0.0	0.005	0.0	0.0225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.74	7.9625	0.0	0.085	0.08	0.0	0.0017647059	0.06333333	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.031311475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.302	0.1748387	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.506	0.0	0.0	0.0	0.3475	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.655	0.0	0.0057142857	0.00125	0.0	0.0	0.01625	0.0	0.0	0.0	0.022222223	0.0
NKX2-5	97.65712	5.335	0.0	0.0	0.0	0.0	0.02	0.04	0.01862069	0.0225	0.11	0.03645161	0.8725	0.25	0.0	0.0	0.684375	0.008461539	0.065	0.016842104	0.0	0.006	0.0	1.96	0.013125	5.4425	0.0	0.0	0.002	1.2	11.7475	0.0	0.00875	0.115	5.010667	0.03	0.012352942	0.045	0.07833333	0.0	0.0	0.0	0.006666667	0.048333332	0.2875	0.27875	0.0	0.0012295082	0.0675	0.01	0.0025	0.0025	0.0	0.0	0.0	0.11	0.03645161	43.227142	108.214	90.204285	0.008461539	0.0015384615	0.047142856	0.1	0.0	90.21	0.0	0.0	0.023333333	0.0	0.0046153846	0.0	0.242	0.0	0.055	0.044	0.007857143	0.029285714	0.145	0.01	0.288	90.7275	87.03167	0.0	0.014444444	0.03	0.015454546	0.011	15.963077	2.6452942	0.0	0.0	0.0	0.105	0.0	0.107857145	0.0025	0.0	0.0	0.05375	0.0	0.03	0.0	0.0	0.0
NKX2-6	37.2337	0.0	0.05	0.055	0.035	0.0	0.0	0.0	0.0013793104	0.0275	0.1	0.06548387	0.03	0.02	0.006666667	0.0	0.0	0.0034615383	0.01	0.32526317	4.995	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.965	0.0025	0.04	3.7743332	0.004	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.06548387	0.06428572	0.05666667	0.016428571	0.0034615383	0.0	0.0035714286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.003	0.0	0.0	0.004	0.0	0.0	0.0	0.0	0.0	0.7075	0.52166665	0.0	0.0	0.0	0.0072727273	0.0	0.008461539	0.01	0.0	0.0	0.0	0.01	0.0	0.0028571428	0.0	0.0	0.0	0.01625	0.0	0.0	0.0	0.0	0.0
NKX2-8	53.951508	0.0	0.0	0.0	0.0	0.0	0.07	0.725	0.0	0.0	0.058	0.019354839	0.0	0.015	3.8033333	0.0033333334	0.000625	0.0	0.005	0.0	0.0	0.0013636363	0.0	2.16	0.418125	0.0	0.0	0.09	0.01	0.83	0.0	0.0	0.0	0.01	0.16533333	0.002	0.0	0.08	0.005	0.0	0.0	1.57	0.016666668	0.006666667	0.00125	0.00625	0.0	0.062459018	0.02	1.26	0.0	1.2	0.0	0.0	0.0	0.058	0.019354839	0.0	0.0	0.0	0.0	0.006153846	0.008571428	0.05	0.10714286	0.0	0.023333333	0.385	0.32	0.4	0.28923076	0.0	0.0	0.0	0.0075	0.0053333333	0.01	0.0028571428	0.00125	3.1825	0.002	0.0	0.0	0.00625	0.0	0.0	0.0027272727	0.032	0.00076923077	0.038235296	0.0	0.0425	0.0	5.283	0.0	0.08142857	0.461875	0.0	0.0	0.0025	0.125	0.15	0.0	0.016666668	0.0
NKX3-1	141.39493	0.16	0.29	1.6175	0.635	3.5508332	1.75	1.435	0.24793103	1.59375	1.138	0.9354839	0.1	1.075	1.2433333	3.2216666	2.8135939	1.561923	0.1225	0.56473684	23.9975	0.03381818	0.275	1.23	0.648125	0.8975	0.02	0.758	0.594	1.71	0.825	7.9325	0.06375	0.595	6.206333	0.748	1.7611765	0.585	0.40833333	0.02	0.02	0.1725	0.33833334	0.006666667	0.47375	0.2325	0.43	0.70057374	0.41	0.2575	0.8475	0.41625	1.862	1.9175	0.0	1.138	0.9354839	1.245	1.5113333	1.4285715	1.561923	1.1130769	0.46785715	0.16	1.0157143	2.14	0.8511111	0.78625	0.96	0.85	0.9453846	0.50333333	0.3625	0.12	0.73375	1.6526667	0.29857144	0.09071428	0.28125	184.9375	2.927	2.2225	2.1266668	1.05625	0.3588889	0.005	0.5336364	0.291	0.61038464	0.48235294	0.09	0.2425	0.005	35.204	0.7216667	0.5335714	0.3375	0.065	0.0225	0.8925	0.331	0.75	0.5966667	0.36555555	0.35
NKX3-2	115.218765	1.265	0.015	0.02	0.025	0.0025	0.89	0.035	0.005172414	0.0125	0.17	0.02	0.18	0.96	0.50333333	0.15555556	0.0484375	0.03576923	0.305	0.06368421	0.79	0.49472728	0.01	0.16	0.881875	0.4775	0.25333333	0.64	0.014	0.02	1.45	1.0325	0.128125	0.01	0.24866667	0.112	0.022647059	0.16833334	0.016666668	0.0	0.005	0.075	0.0	0.038333334	0.0125	0.00625	0.325	0.0033606556	0.07	0.175	0.6	0.055	0.002	0.87625	0.06	0.17	0.02	0.004285714	0.017333332	0.002142857	0.03576923	0.039230768	2.1064286	0.01	0.102142856	0.01	0.0	0.06125	0.013333334	0.01	0.008461539	2.94	0.201	0.055	0.115	0.144	0.07357143	0.005	0.02125	0.04	0.009	0.0	0.018333333	0.00125	1.4444444	0.01	1.1454545	0.159	2.4434617	2.089706	0.0075	0.0375	0.0	0.196	0.013333334	0.025714286	0.060625	0.015	0.35375	0.0125	0.013	0.0	0.03	0.062222224	0.12
NKX6-1	127.14973	4.1	0.0525	21.015	0.02	0.0	0.04	0.625	0.0003448276	0.0025	0.014	0.051612902	0.0	0.025	1.6766666	0.0	0.0	0.00038461538	0.13	0.104210526	1.0025	0.0	0.0	0.375	0.016875	0.5	0.0	0.584	0.21	0.21	1.98	1.03	0.0	0.05	0.15566666	0.56	0.005882353	0.24	0.19333333	0.0	0.215	0.7775	0.013333334	0.031666666	0.04875	0.01	0.005	0.13418032	32.4375	4.11	9.07	0.50875	0.0	11.95875	0.14	0.014	0.051612902	0.0028571428	0.012666667	0.0007142857	0.00038461538	0.03769231	0.004285714	0.04	0.040714286	0.01	0.0011111111	0.01	0.026666667	0.02	0.041538462	0.0	0.03	0.005	0.0075	0.44133332	2.8814285	0.017857144	0.05625	0.05	0.041	0.0	0.0	0.00125	0.0011111111	0.0	0.0036363637	4.126	0.46461537	0.33588237	0.0	0.0	0.0	0.318	0.06	0.021428572	0.2575	0.0025	0.0025	0.01125	0.023	0.04	0.028333334	0.0044444446	0.0
NKX6-2	110.1711	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.073793106	0.895	2.427	1.7732258	0.09	0.06	0.91333336	0.050555557	0.055	0.0023076923	0.005	0.002105263	0.9375	0.15081818	0.0	0.0	0.409375	0.0	0.0	7.632	0.0	0.0	0.0	0.005	0.35625	0.06	1.442	0.165	0.8897059	47.048332	0.0016666667	0.0	0.0425	11.325	0.0	30.568333	40.1775	41.6125	0.0	17.779919	53.0325	0.435	0.0	0.01	0.008	0.0	0.04	2.427	1.7732258	2.1592858	0.012	0.027142856	0.0023076923	2.5292308	4.027143	31.39	3.4135714	0.0	0.99333334	0.0025	0.0033333334	0.02	0.020769231	0.0	4.8125	3.2	0.0	0.84866667	0.14857143	0.011428571	25.425	0.44	0.006	0.01	0.046666667	0.0	0.006666667	0.0	1.4227272	11.097	0.57653844	11.119706	0.0	0.0025	0.0	2.586	0.935	2.0007143	0.0	0.16875	0.0	35.8625	0.005	0.0	0.058333334	0.0044444446	0.02
NKX6-3	99.13206	0.0	0.0	0.0	0.005	0.15458333	0.015	0.015	0.00862069	0.0	0.029	0.044193547	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0010526315	0.03	0.08081818	0.0	0.0	0.0	0.0	0.7866667	0.016	0.0	0.0	0.0	0.0	0.005	0.02	0.018333333	0.151	0.006470588	0.035	0.005	0.04	0.005	0.045	0.0	0.25333333	0.0	0.0175	0.0	0.2839344	6.65	0.0	0.0	0.0	0.004	0.0	0.16	0.029	0.044193547	0.01	0.0053333333	0.0028571428	0.0	0.016923077	0.042857144	0.02	0.011428571	0.02	0.0022222223	0.0	0.01	0.0	0.0	0.023333333	0.025	0.015	0.0	0.624	0.39642859	0.005	0.0025	0.03	0.002	0.0	0.011666667	0.0	0.008333334	0.0	3.6331818	0.211	0.1573077	19.750294	0.0	0.0	0.005	0.389	0.0	0.42142856	0.0	0.0	0.0	0.065	0.0	0.0	0.008333334	0.013333334	0.0
NOBOX	85.316025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003448276	0.0	0.0	0.0025806453	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00066666666	0.0	0.0	0.023333333	0.0	0.0	0.0	0.0	0.0	0.0	0.02875	0.0	0.0	0.006557377	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0025806453	0.0	0.0	0.0	0.0	0.0	0.012142858	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002	0.0	0.0	4.212	0.0	0.0	0.0175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.010454546	0.0	0.0	0.0	0.0	0.0	0.0	0.403	0.0	0.016428571	0.0	0.0	0.0	0.01875	0.0	0.0	0.0	0.031111112	0.0
NOTO	112.990685	0.12	0.0	0.12	0.0	0.0	0.04	0.0	0.00051724137	0.0	0.139	0.23096775	0.0	0.275	0.0	0.0016666667	0.00078125	0.0	0.02	0.0010526315	0.01	0.00018181818	0.0	0.0	0.0	0.025	0.0	0.07	0.008	0.0	0.0	0.0	0.01375	0.235	0.057666667	0.0	0.0108823525	0.065	0.0	0.0	0.0	0.0	0.0	0.02	0.03375	0.01125	0.0	0.0051639345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.139	0.23096775	0.0028571428	0.0	0.0	0.0	0.032307692	0.06428572	0.0	0.055714287	0.0	0.0	0.0	0.0	0.03	0.0023076923	0.006666667	0.028	0.015	0.0	0.044	0.0	0.0	0.00375	0.0	0.0	0.0	0.0033333334	0.0	0.0011111111	0.0	0.03	0.012	0.0046153846	0.04617647	0.0	0.0	0.0	0.056	0.0	0.057857145	0.0	0.0	0.0	0.05125	0.008	0.02	0.02	0.0	0.0
NPAS2	584.6007	4.655	13.27	0.045	10.6025	0.39875	1.385	62.175	0.014655173	2.16625	0.549	1.4267741	0.095	0.565	17.196667	10.592778	35.240936	5.1338463	0.21	17.233685	17.18	0.05990909	0.025	5.99	8.968125	0.04	0.0	102.064	21.798	17.0	0.01	0.91	42.30875	1.405	0.64033335	6.779	7.0529413	19.336666	6.025	6.835	1.415	3.21	1.0766667	0.66833335	7.55875	9.8525	14.135	16.408852	19.22	44.9275	3.68875	9.54875	10.421	5.85875	1.71	0.549	1.4267741	13.882143	26.809334	20.523571	5.1338463	10.803846	19.79	2.35	21.975	18.56	8.636666	19.5125	6.3233333	3.43	4.3392305	17.016666	7.385	2.69	2.4325	4.128667	10.299286	14.642143	7.35875	6.7025	16.737	11.605	15.933333	7.0725	4.43	0.24	18.559546	6.466	3.9623077	11.522647	2.38625	16.00125	0.215	12.213	4.451667	7.667857	2.71375	1.435	5.3825	1.925	2.648	3.95	10.105	2.3966668	1.535
NR1D1	121.52178	1.04	0.655	13.455	1.745	3.285	4.395	14.85	1.0458621	2.05125	1.749	2.653226	0.7225	3.945	67.96333	5.493889	3.6925	5.4042306	0.54	5.6847367	12.4675	1.4885454	0.18	3.41	2.820625	0.205	1.87	6.506	2.252	4.295	0.535	0.5125	6.050625	6.19	2.152	5.077	9.949411	12.545	7.863333	0.04	0.135	13.54	0.50166667	26.468334	12.36375	5.99875	4.52	17.81254	102.01	16.3725	1.59625	1.22625	6.58	2.11125	7.17	1.749	2.653226	2.3957143	6.568	8.705714	5.4042306	3.156923	1.9564285	2.65	2.8207142	6.95	3.0422223	44.97125	7.6566668	6.82	4.6853848	4.57	2.719	5.4325	0.625	14.662	3.8435714	0.79214287	11.5075	4.2725	23.18	2.3825	6.06	4.9625	2.3472223	0.03	4.268636	3.315	2.5688462	3.0591176	0.60375	25.65375	0.005	4.164	2.4466667	5.772857	1.134375	1.23	0.4225	6.72625	1.853	8.61	5.02	3.5222223	0.615
NR1D2	246.58424	4.12	20.96	5.4975	22.765	5.352083	10.165	7.245	2.0231035	3.6075	6.117	8.519355	3.165	11.16	24.88	17.074444	4.675	15.936923	2.6125	5.076316	6.2675	1.6880909	2.8625	8.625	8.544375	2.8675	2.8533332	3.216	7.974	25.855	19.915	10.865	9.240625	10.075	8.827666	4.811	9.746177	4.69	7.6466665	0.615	0.47	17.29	2.0466666	2.8516667	2.915	5.0775	9.875	24.811886	12.22	6.0375	3.80875	2.8225	14.917	8.3	8.66	6.117	8.519355	14.601429	10.101334	11.925	15.936923	19.256153	10.102858	2.24	24.244286	15.81	4.1666665	12.9125	14.943334	18.18	12.00077	9.533334	13.1165	10.3475	2.49	17.520666	5.2128572	10.41	3.58625	8.6975	16.094	5.7475	10.636666	6.5675	4.141667	1.5425	10.571818	12.687	9.736154	9.005882	2.12875	9.12875	0.795	12.0	3.68	10.418571	11.506875	2.32875	1.3975	5.90625	4.405	21.44	9.113334	7.8444443	0.79
NR1H2	217.32986	20.22	22.6725	41.9625	52.9575	26.507084	17.13	31.27	23.413965	47.11875	17.266	27.930323	23.0225	15.745	30.176666	45.014446	8.244687	27.752308	3.915	43.195263	20.835	27.251364	25.8175	26.665	47.451874	49.275	22.195	60.208	31.35	34.035	10.09	13.8575	70.53313	30.25	27.098333	30.874	20.980293	15.258333	27.271667	14.155	1.62	23.6175	4.715	3.86	21.45875	20.28875	23.01	18.423689	11.4975	36.7075	21.28	14.10625	61.946	31.45875	16.41	17.266	27.930323	11.355	42.48	37.325714	27.752308	26.500769	25.920713	7.42	23.090714	26.03	13.775556	30.78625	35.23	33.9	37.274616	29.9	15.4975	12.4575	8.345	23.562	9.682143	19.435715	20.6375	23.4875	85.3	28.51	28.658333	11.31125	12.571111	0.86	22.985909	12.205	21.968077	14.782059	3.815	22.4975	0.39	22.994	13.261666	27.952143	14.1775	4.40875	5.82375	25.38125	15.041	34.78	39.108334	5.871111	3.46
