	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105
MXI1	194.66917	8.845	12.4775	17.1575	18.24	9.5775	4.385	3.435	2.8024137	9.82125	4.423	7.12871	2.735	2.555	44.666668	71.39611	14.412656	3.62	1.2525	3.8642106	16.93	8.540182	4.35	7.63	9.14	5.1725	5.9183335	15.798	4.328	11.065	5.6975	1.04	21.28125	4.22	9.088667	15.822	10.24	13.355	23.54	8.94	0.69	35.8025	5.565	11.895	17.78375	4.88625	69.035	31.217295	8.78	15.8775	25.51625	7.04125	16.051	50.25125	55.25	4.423	7.12871	26.057858	20.788666	23.69143	3.62	25.007692	19.342142	15.79	35.265713	21.81	8.709444	29.34375	9.806666	11.26	17.837692	46.696667	13.6965	11.6375	3.75875	29.907333	7.0885715	4.6642857	8.9825	11.34	16.284	16.9	21.283333	7.985	15.851666	1.015	16.072273	27.851	11.868462	12.828236	4.4625	17.62625	1.335	27.788	9.178333	17.43357	8.79625	5.38375	3.89	5.88375	4.841	12.0	16.423334	4.621111	2.035
MYB	226.29684	3.975	0.075	0.54	0.07	108.2475	1.085	0.96	15.026896	0.1025	2.272	5.336129	0.375	2.87	0.91333336	1.4988889	0.0978125	0.079615384	0.4625	0.1468421	126.6225	77.88482	2.3225	0.04	19.5425	0.305	14.498333	0.24	0.628	0.605	2.675	0.03	0.823125	10.115	1.564	0.116	0.77911764	0.043333333	0.13333334	0.0	0.0	3.39	1.8166667	1.0066667	0.06875	0.7625	28.295	0.124836065	0.0275	1.4325	0.05	0.6975	0.032	0.185	4.38	2.272	5.336129	0.13857143	0.038666666	0.027857143	0.079615384	1.8323077	11.110714	0.04	2.8157144	0.03	1.028889	2.33125	1.1166667	2.08	2.3907692	20.12	0.804	0.55	0.0575	0.73933333	0.05642857	0.22214286	0.44125	1.17	0.039	0.02	0.015	0.0825	3.1005557	0.045	7.98	0.765	1.37	1.5194118	0.0475	2.2425	0.055	1.772	0.0033333334	84.51428	0.075625	0.0375	2.51875	0.51875	0.765	0.68	0.28166667	0.22777778	0.1
MYBL1	303.82892	2.32	8.755	0.745	4.9325	2.1366668	1.49	2.875	1.132069	2.1	2.605	2.563871	0.655	1.715	2.37	6.2816668	2.8710938	16.529615	0.33	12.615263	4.205	0.35918182	10.18	3.235	23.044374	6.8125	25.838333	47.076	4.486	2.42	2.3925	20.38	13.145625	3.185	2.096	0.372	0.9082353	1.92	0.89666665	0.02	0.04	5.2025	0.14333333	1.515	2.14375	2.49125	0.65	1.4178689	5.7775	0.305	0.23	0.1825	0.17	0.5875	1.46	2.605	2.563871	3.6878572	1.7013333	2.4707143	16.529615	2.2207692	2.0114286	0.33	3.8942857	1.41	0.28333333	0.325	0.87	0.94	0.8130769	0.52	2.073	1.055	0.28	1.4433334	0.13428572	1.6964285	2.01875	0.62	0.428	0.8325	1.1933334	0.21375	0.3638889	0.14	1.2	1.722	3.7784615	1.2864705	0.15	0.215	0.06	10.496	1.01	3.4057143	0.216875	0.095	0.17	1.24375	0.342	1.11	1.02	0.59444445	0.32
MYBL2	172.50589	118.115	1.69	23.1375	6.625	74.08125	144.44	49.55	42.574482	5.1825	45.152	103.951935	26.33	73.885	44.626667	69.28333	55.219845	6.087308	21.545	5.0978947	189.95	52.36791	6.7175	12.84	60.426876	10.695	139.545	63.474	17.908	59.67	84.175	27.1525	16.735	149.655	92.62	1.4	1.267647	5.136667	0.15833333	0.0	0.1175	43.905	0.016666668	1.3033333	7.9675	4.745	17.23	0.028688524	0.3475	7.3025	0.0175	3.06375	0.052	0.02	6.99	45.152	103.951935	4.552857	0.26666668	0.28714284	6.087308	11.869231	12.43	0.0	14.807143	0.16	1.7766666	0.23625	0.74666667	0.57	1.2284615	3.4766667	12.475	6.52	0.0575	25.538666	2.215	1.4542857	2.84125	1.065	0.041	0.01	0.15833333	0.42875	3.3238888	0.09	8.753181	4.004	12.894615	5.817941	0.0275	0.32625	0.025	16.981	0.06333333	42.341427	0.05	0.0	1.74875	6.2	0.22	0.35	0.32333332	0.46444446	0.07
MYC	279.50534	76.885	24.9325	0.2675	32.825	140.98416	42.57	77.755	62.384136	46.4475	35.152	31.020323	38.53	19.39	189.93666	357.95776	65.55828	21.428846	5.135	109.28526	120.0725	69.60009	101.705	196.665	212.30875	52.7875	143.76833	44.064	197.318	36.87	22.9125	9.7925	66.0325	43.705	33.755333	102.439	19.472353	11.891666	15.156667	31.175	2.1975	0.8325	9.123333	2.8316667	16.35625	17.5925	25.515	2.1406558	10.885	33.38	11.85	36.26625	27.009	12.215	11.72	35.152	31.020323	3.3014286	8.240666	6.634286	21.428846	15.890769	63.795	0.29	14.286428	3.11	6.961111	137.53876	21.086666	8.67	18.148462	16.78	55.0385	15.0925	37.345	36.33	15.831429	4.089286	15.4775	15.0325	47.905	16.6725	6.6983333	11.5075	9.426666	1.29	43.285	9.405	32.97346	17.82206	4.17875	218.7025	0.3825	19.875	16.425	72.49857	6.90375	5.8425	4.53	18.98	7.079	14.74	37.793335	6.1655555	18.355
MYCN	106.94343	1.43	0.0	746.885	0.0	0.26416665	22.035	2.97	0.006724138	0.00625	37.88	60.335163	12.735	46.78	0.006666667	0.0	0.01140625	0.0	12.6975	0.01631579	12.495	0.0012727273	0.0	0.01	0.480625	0.0	0.0	0.042	0.01	0.0	75.5325	0.8525	2.13625	66.025	45.864334	0.133	0.33617648	3.5316668	0.165	0.0	0.0	5.6825	0.025	4.7233334	6.5175	5.43	0.63	1.764754	0.1975	0.3	0.1025	0.06625	0.028	0.0675	16.18	37.88	60.335163	3.5285714	0.21133333	0.255	0.0	14.483846	11.908571	0.35	9.588572	0.14	0.104444444	0.17875	0.08	0.23	0.4846154	0.32666665	4.3455	3.5775	0.015	4.766667	0.08357143	3.3442857	12.12	0.325	0.135	0.1175	0.11833333	0.04875	0.07777778	0.1375	6.5813637	6.375	1.0142307	6.8229413	0.0025	0.57	1.115	6.454	0.033333335	5.8042855	1.1325	0.2875	0.10875	24.04	0.042	0.17	0.31166667	0.3	0.08
MYF5	63.36986	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.0006896552	0.0	0.01	0.045161292	0.015	0.01	0.0	0.0	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.005625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	0.059333332	0.0	0.0	0.033333335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024590164	0.0	0.0	0.0	0.0	1.779	0.0	0.0	0.01	0.045161292	0.0014285714	0.0	0.002142857	0.0	0.076153845	0.39857143	0.0	0.004285714	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.396	19.2025	0.0025	0.008	0.0	0.0014285714	0.0	0.455	1.831	0.0	0.0033333334	0.0	0.0	1.1075	0.024545455	0.009	0.0015384615	0.0	0.0	0.0	0.0	0.026	0.0	0.011428571	0.0325	0.0	0.0	0.00125	0.0	0.0	0.40166667	0.0	0.0
MYF6	60.205616	0.0	0.0	0.0	0.04	0.00125	0.0	0.0	0.0003448276	0.0	0.011	0.20032258	0.015	0.01	0.0	0.0	0.0	0.0	0.005	0.008421052	0.0	9.090909e-05	0.0	0.0	0.00625	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.055	0.421	0.192	0.035	0.068333335	0.006666667	0.0	0.0	0.0	0.0	0.14166667	0.0	0.00125	0.0	0.010901639	0.0	0.0	0.0125	0.0025	302.277	0.0	0.43	0.011	0.20032258	0.017142856	0.049333334	0.042857144	0.0	0.106153846	0.7757143	0.01	0.165	0.0	0.025555555	0.015	0.0	0.0	0.012307692	0.0	55.0885	51.6675	0.03	0.041333333	0.01	0.0064285714	0.00125	0.2725	428.325	0.035	0.021666666	0.10125	0.0011111111	3.3325	0.069545455	0.789	0.0069230767	0.07235294	0.0	0.0	0.015	0.618	0.0	0.08285714	0.210625	0.0	0.005	0.0025	0.0	0.0	0.65	0.0022222223	0.0
MYOD1	74.025345	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0006896552	0.0	0.007	0.009677419	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.002105263	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.012	0.0	0.0	304.9175	0.0	0.00125	0.01	0.0033333334	0.004	0.0011764705	0.09166667	0.0	0.0	0.0	0.0	0.0	0.006666667	0.06625	0.585	0.0	0.024508197	0.05	0.0	0.0	0.0	3.549	0.0	0.03	0.007	0.009677419	0.0014285714	0.009333333	0.020714285	0.0	0.003076923	0.33	0.0	0.0028571428	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.5905	38.715	0.0	0.032	0.0	0.07	0.2675	0.035	23.718	0.0	0.0	0.0	0.0	0.565	0.018636364	0.024	0.0038461538	0.004117647	0.0	0.0	0.0	0.214	0.0	0.18714286	0.01	0.0	0.0	0.0325	0.0	0.0	0.11333334	0.0	0.01
MYOG	62.797672	0.0	0.0	0.0	0.0	0.00041666668	0.0	0.0	0.0018965517	0.0	0.0	0.0038709678	0.0	0.0	0.0033333334	0.0033333334	0.0	0.0	0.005	0.0	0.0	0.0	0.0	0.0	0.04875	0.0	0.0	0.0	0.0	0.0	239.2475	0.0	0.00875	0.005	0.013666667	0.018	0.002352941	0.035	0.0	0.0	0.0	0.02	0.0	0.6933333	0.00375	0.58125	0.0	0.038688526	0.0	0.0	0.0	0.0	23.409	0.0225	0.04	0.0	0.0038709678	0.45285714	0.0026666666	0.0092857145	0.0	0.12615384	2.4178572	0.12	0.018571429	0.0	0.0033333334	0.0	0.0	0.0	0.003076923	0.006666667	279.7895	268.0825	0.0	0.14066666	0.004285714	0.017857144	0.37875	0.48	78.473	0.0	0.011666667	0.005	0.0	7.3475	0.17454545	0.13	0.016153846	0.02	0.0	0.0	0.0	0.26	0.0	2.1635714	0.121875	0.0	0.0025	0.00125	0.0	0.0	1.0616666	0.0	0.0
MZF1	301.8378	8.885	4.72	35.9725	8.5175	12.229584	10.015	13.57	11.306896	4.245	6.379	15.196129	3.2875	10.92	19.456667	59.893333	5.6321874	4.1176925	1.62	42.41	10.3425	16.597273	4.57	21.44	62.6375	5.525	12.998333	19.054	6.402	0.0	2.8275	2.14	93.51625	18.28	9.861	9.029	12.152647	11.09	13.506667	7.25	1.5075	4.64	1.6833333	7.2966666	9.4575	15.855	11.565	11.601394	15.085	15.6875	2.53125	4.115	4.925	4.07	30.12	6.379	15.196129	3.3057144	3.3926666	3.8321428	4.1176925	28.026922	24.335714	3.16	25.689285	3.95	4.2466664	8.0325	12.533334	17.15	8.682307	12.986667	10.799	7.2325	2.21625	11.873333	9.862143	8.216429	10.84	11.165	5.868	2.3175	4.7916665	4.52875	5.871111	0.33	18.906818	13.014	10.41423	12.776765	0.96375	9.21	0.225	12.423	4.875	19.642143	9.30625	2.52375	3.42875	9.07125	5.987	15.32	6.905	3.001111	1.315
NANOG	221.64288	0.0	0.02	0.13	0.02	0.019166667	0.075	0.05	0.023793103	0.0325	49.648	54.12613	45.64	93.62	0.03	0.006111111	0.06328125	0.0019230769	13.0375	0.09263158	0.02	0.014090909	0.0	0.045	0.02125	0.0	0.0016666667	0.08	0.028	0.005	0.01	0.0	0.01375	78.375	69.47134	0.0	0.12029412	0.058333334	0.048333332	0.0	0.055	0.0	0.01	0.033333335	0.0175	0.0475	0.14	0.2854918	0.3475	0.005	0.0	0.015	0.01	0.05625	0.09	49.648	54.12613	0.04142857	0.030666666	0.042857144	0.0019230769	0.2769231	0.18357143	0.02	0.155	0.0	0.02	0.0275	0.12666667	0.01	0.041538462	0.11333334	0.1445	0.015	0.0125	6.2753334	0.03357143	0.040714286	0.045	0.025	0.017	0.04	0.016666668	0.04375	0.017777778	0.005	0.1440909	0.054	0.05576923	0.16764706	0.005	0.1125	0.0	5.423	0.03	0.09142857	0.12125	0.0225	0.01	0.065	0.037	0.01	0.016666668	0.094444446	0.54
NEUROD1	136.11069	0.01	0.0	0.035	0.0	0.0	0.0	0.0	0.0010344827	0.0125	0.029	0.032258064	0.005	0.01	0.01	0.00055555557	0.0	0.0	0.0	0.002105263	0.04	0.0011818182	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.306875	0.005	0.03266667	0.793	0.0	0.108333334	0.04	0.0	0.09	2.9125	0.0	26.266666	0.0025	0.00125	0.935	1.3485246	42.695	0.0	0.0	0.0	0.0	0.005	150.82	0.029	0.032258064	0.0	0.0	0.002142857	0.0	0.009230769	15.79	1.76	0.75857145	0.0	0.0	0.0	0.0033333334	0.0	0.05153846	0.55	1.1345	0.015	0.0	0.0013333333	5.602857	0.0	0.0	0.0	0.0	0.0	0.011666667	0.0	0.08944444	0.0	10.0709095	1.127	0.49653846	2.3705883	0.0	0.0	0.155	0.39	0.0033333334	0.17142858	0.0	0.0	0.04125	0.03875	0.002	0.0	0.0	0.0	0.0
NEUROD2	256.5355	0.0	0.0	0.025	0.005	0.0	0.0	0.0	0.0017241379	0.0	0.008	0.015483871	0.0	0.0	0.02	0.013888889	0.00078125	0.00038461538	0.0	0.0031578948	0.01	0.0017272728	0.0	0.0	0.000625	0.0	0.0	0.0	0.0	0.005	0.04	0.005	0.015	0.015	0.0036666666	0.006	0.004705882	0.21666667	0.0	0.0	0.0	2.515	0.0	15.373333	0.45875	0.7025	0.0	11.149918	0.8225	0.005	0.0025	0.0	0.0	0.0	74.47	0.008	0.015483871	0.0028571428	0.00066666666	0.002142857	0.00038461538	0.024615385	0.04	5.31	0.042857144	0.0	0.0	0.0425	0.006666667	0.0	0.0038461538	0.01	0.045	0.26	0.0025	0.013333334	0.0014285714	0.0007142857	0.2425	0.02	0.004	0.0	0.0	0.0	0.0055555557	0.0	0.018181818	3.374	0.0034615383	0.02382353	0.0	0.0075	1.7075	0.016	0.0	0.075	0.0	0.0	0.0	0.17875	0.0	0.0	0.0033333334	0.0	0.0
NEUROG1	68.54863	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0055172415	0.0075	0.026	0.0074193547	0.0	0.01	0.0	0.0	0.00125	0.0	0.015	0.0	0.0	0.00063636363	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.03	0.011333333	0.0	0.0	0.06	0.0	0.0	0.0	9.64	0.0	0.12833333	0.0	0.00125	0.0	0.0	0.0	0.015	0.0	0.0	0.008	0.0	0.27	0.026	0.0074193547	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.149	0.005	0.0	0.058666665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.014	0.0	0.0	0.0	0.0	0.015	0.004	0.0	0.114285715	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0022222223	0.0
NEUROG2	93.99315	0.0	0.0	0.0	0.0	0.00125	0.02	0.0	0.9074138	0.0	0.011	0.023548387	0.0	0.015	0.09	0.0	0.00078125	0.00038461538	0.01	0.0010526315	1.115	0.017727273	2.0075	0.03	0.05875	0.0	0.025	0.002	0.008	0.02	0.22	0.005	1.870625	0.015	0.030666666	0.0	0.0070588235	0.14166667	0.0	0.0	0.0	0.075	0.01	1.66	0.17875	0.0	0.0	0.09450819	0.0025	0.0	0.0	0.0	0.0	0.005	4.97	0.011	0.023548387	0.0	0.0026666666	0.0057142857	0.00038461538	0.009230769	0.004285714	0.11	0.0028571428	0.0	0.0	0.005	0.0	0.0	0.0	0.0033333334	0.0135	0.06	0.0	0.012666667	0.0	0.002142857	0.0	0.0	0.005	0.015	0.0	0.0	0.0	0.0	0.0	0.386	0.00076923077	0.0029411765	0.0	0.0	0.545	1.222	0.0	0.012857143	0.0	0.0	0.0	0.02125	0.0	0.0	0.0	0.0022222223	0.0
NFAT5	680.9869	15.41	27.545	3.745	28.78	7.77625	38.66	25.395	14.818448	3.55625	9.303	8.195484	2.485	8.605	17.476667	21.94389	17.674376	31.515385	1.6475	12.985263	1.6825	8.226455	6.975	17.24	10.811875	3.9975	6.9416666	8.352	4.214	15.335	2.555	3.0525	8.4775	19.77	4.6253333	3.557	10.820883	13.171667	9.481667	4.58	1.3275	5.135	3.86	3.5933332	20.70625	37.17125	9.42	26.297705	8.755	2.8175	6.6375	5.73375	6.588	10.66	17.97	9.303	8.195484	6.109286	6.2233334	6.714286	31.515385	28.868462	20.04143	1.38	38.26857	5.06	3.5466666	26.9525	17.953333	19.18	9.166154	13.716666	11.214	3.85	5.14875	11.252	2.7771428	38.964287	17.865	9.195	5.652	5.065	6.475	4.3925	2.211111	0.95	14.237272	7.173	9.378846	6.1217647	3.2025	21.2975	0.465	15.722	8.413333	12.439285	15.0125	2.55375	4.13	27.97875	5.817	21.52	9.33	8.424444	2.61
NFATC1	376.8996	5.505	0.73	1.125	0.8025	7.420833	0.37	1.835	7.1698275	4.06625	2.082	3.2951612	4.0025	2.47	10.25	0.36222222	0.05109375	0.49269232	0.8925	1.311579	16.63	4.207818	12.125	1.18	2.3375	2.075	13.806666	28.39	1.452	1.175	2.4125	0.99	0.00375	2.105	4.945	5.568	1.4282353	2.6533334	5.0933332	6.025	0.19	2.8475	0.705	0.39833334	1.7175	2.08	1.13	1.9294262	0.705	1.145	1.995	0.4925	11.848	3.4175	0.87	2.082	3.2951612	3.2807143	5.282	6.678571	0.49269232	3.773077	5.785714	0.54	5.3764286	6.65	0.57166666	5.02875	5.9466667	7.23	5.03	2.33	8.8005	5.085	2.4725	5.7426667	1.37	0.62714285	2.00625	4.01	10.319	5.1375	7.2916665	0.79125	2.1916666	0.31	2.600909	2.278	14.036538	2.8894117	0.6675	4.725	0.025	10.645	3.645	15.55	1.89625	1.7275	0.6125	3.01125	2.518	5.75	3.4266667	1.6322222	0.895
NFATC2	346.10837	0.325	0.065	0.02	0.135	1.7404166	9.395	6.25	5.619655	0.0575	0.34	0.29548386	0.105	0.27	2.63	0.035555556	3.7254686	0.3353846	0.1025	0.24631579	10.13	3.6024547	7.4525	0.04	5.46875	0.0	10.733334	8.092	3.168	2.8	0.0	0.0	0.291875	0.78	0.558	2.477	0.8082353	5.88	1.6316667	0.74	0.21	1.8925	0.5466667	0.108333334	4.11625	7.0925	2.565	1.2922951	2.3725	0.55	1.3075	0.3475	0.954	1.8175	0.56	0.34	0.29548386	1.0735714	1.152	1.2678572	0.3353846	1.3515384	12.925	0.31	5.8764286	1.51	0.9172222	1.9275	2.07	2.23	1.3338462	2.49	4.3595	1.855	1.64875	2.1413333	1.065	1.4821428	4.885	1.2175	0.563	2.78	2.5666666	1.5675	1.0577778	0.19	8.813637	0.973	6.790769	2.9082353	0.29	2.58375	0.015	3.245	2.1933334	5.9385715	1.34125	0.375	0.6375	3.47375	1.056	2.64	1.345	1.1422222	0.3
NFATC3	374.03793	25.325	12.36	12.8775	10.38	28.877083	18.305	16.475	14.188448	5.13625	9.552	10.225162	7.07	14.75	6.69	15.407778	31.50703	7.335385	3.4	3.214737	23.5575	29.065363	15.13	8.935	10.82125	1.6175	30.596666	6.962	2.98	17.225	24.0625	9.6	6.338125	19.64	12.786333	7.121	8.173235	7.7233334	6.29	3.43	0.6125	20.3375	3.175	2.28	10.39875	22.24125	10.175	12.047869	18.2225	3.36	5.4775	4.61125	19.715	9.225	7.05	9.552	10.225162	6.965	8.362	8.53	7.335385	17.043846	17.686428	0.91	26.412144	7.6	6.2966666	10.42	24.523333	20.87	12.226923	10.94	17.4815	13.2825	4.7675	16.187334	3.0485713	6.7014284	13.36125	11.44	19.059	9.045	8.845	7.54875	3.5238888	0.8325	14.058182	6.413	13.071923	6.437647	2.4625	9.6225	0.395	40.541	5.613333	85.81143	12.32125	4.23625	2.665	19.575	7.69	25.75	7.59	4.9344444	2.115
NFATC4	346.92987	24.64	31.33	240.205	100.9775	23.160833	0.375	4.87	12.285518	36.40875	14.079	57.242256	5.5975	20.415	4.3033333	0.18333334	0.14390625	29.807308	4.145	80.133156	5.3725	5.290818	5.0425	0.39	9.885	3.195	40.11	0.49	3.486	26.26	16.52	6.5525	53.400623	32.98	24.391	20.333	24.861176	9.685	86.205	5.54	0.53	3.525	2.0333333	4.3016667	4.325	9.96875	6.78	6.2189345	2.6525	15.43	5.86375	1.95875	2.369	9.1175	16.99	14.079	57.242256	7.669286	5.4013333	7.83	29.807308	39.728462	32.36714	7.78	55.35857	7.49	0.9488889	4.93625	11.036667	12.54	13.086154	16.686666	33.5855	19.495	2.60375	59.146667	13.601429	9.938571	7.9875	4.3175	4.536	3.3875	10.78	0.62	12.516666	0.76	16.867273	11.423	18.648077	23.729412	1.435	3.38	0.07	30.276	8.663333	32.16357	4.553125	4.2875	1.23125	2.61	4.232	14.69	39.701668	11.407778	1.955
NFE2	101.57644	0.0	0.25	0.61	0.775	59.206665	2.585	0.535	0.036034483	0.105	0.975	2.8064516	0.725	0.625	0.57	2.5483334	4.0804687	0.11769231	0.31	0.21894737	0.1975	101.25046	0.005	0.215	0.269375	0.02	0.0	0.132	0.074	0.68	0.0	0.005	0.119375	3.665	1.9453334	1.191	0.7605882	0.16666667	0.38333333	0.0	0.005	0.245	0.016666668	0.25833333	0.23375	1.53875	0.06	0.20040983	0.2825	0.06	0.0725	0.04	0.715	0.1175	0.45	0.975	2.8064516	0.5921429	0.21866667	0.19428572	0.11769231	1.8015385	1.235	0.1	4.0135713	0.26	7.5216665	3.25375	4.7766666	4.57	7.7546153	0.07	1.383	2.0025	0.42875	0.31666666	0.25	2.1221428	0.75125	0.11	0.21	0.515	0.16166666	0.3725	0.045555554	0.175	0.39863637	0.833	21.17154	0.7067647	0.0125	1.61375	0.02	1.094	0.32	3.995	0.134375	0.0	0.0025	0.69625	1.227	2.6	0.295	0.26222223	0.0
NFE2L1	339.96985	73.075	197.2025	342.8075	219.795	55.66125	147.83	96.44	31.345173	14.6725	52.836	142.54936	28.64	72.84	104.37	87.83611	69.7225	75.46923	18.1425	151.14473	74.5725	38.104183	13.8325	114.61	101.61625	14.8425	32.79	222.32	21.858	38.035	34.4425	43.9125	124.345	128.2	87.388	61.286	83.76853	20.106667	35.31167	10.755	1.8875	58.6275	9.086667	6.98	44.70375	31.525	81.785	59.67295	31.0075	30.23	26.77125	12.8625	305.174	44.57	33.99	52.836	142.54936	121.84143	198.348	235.13571	75.46923	123.48385	71.01572	14.85	74.4	325.68	24.073889	37.045	74.36	54.97	39.256153	82.60333	174.273	93.91	18.1025	110.720665	15.851429	29.773571	41.005	31.1925	612.819	90.845	272.84833	33.2725	25.457777	2.7275	67.11727	43.954	38.993076	31.515589	13.33875	33.33375	0.895	115.32	14.816667	54.965714	19.64625	11.865	10.71625	39.60125	18.915	69.55	49.72333	17.325556	7.75
NFE2L2	289.54657	35.255	220.9425	20.7075	96.85	73.52292	34.03	51.145	25.338621	50.2875	17.111	20.186451	5.97	18.975	52.28	98.49111	83.55	25.319616	4.825	32.713684	26.55	56.15273	13.555	66.07	47.275623	30.7025	16.648333	45.674	6.728	54.865	20.0075	33.0975	36.7675	33.555	23.121	35.954	30.997059	37.265	28.293333	9.325	1.71	28.68	5.633333	13.068334	45.4725	57.835	33.0	19.253033	115.8075	90.405	7.39125	40.1775	19.517	16.025	27.9	17.111	20.186451	24.460714	19.287333	21.101429	25.319616	82.78	58.589287	12.07	55.56214	18.43	15.432777	39.7725	39.446667	35.52	49.318462	34.09	52.7245	23.845	11.14625	57.274	13.5578575	24.75	49.09125	21.9525	36.833	19.9075	27.028334	12.7025	14.943334	0.93	58.55818	22.286	33.018463	48.465294	5.67125	39.15375	0.34	62.971	13.573334	47.479286	20.4025	6.35125	3.98875	57.91875	12.317	36.23	48.97	11.004444	5.985
NFE2L3	181.50562	3.945	45.9	2.48	3.7075	4.34125	16.91	37.985	9.2589655	0.2675	41.404	53.65161	25.9925	21.225	10.373333	0.205	7.630469	1.9946154	11.0025	10.421053	21.2375	5.729636	0.0	0.72	4.695625	6.2125	5.0716667	36.256	10.088	20.05	0.0	5.555	25.029375	45.495	41.266335	2.403	2.7279413	13.155	0.34833333	0.945	0.195	6.9375	0.22333333	13.601666	32.6925	96.54	4.88	0.29	41.665	1.8275	0.22	1.03875	0.886	0.6	2.98	41.404	53.65161	0.655	0.732	0.7064286	1.9946154	17.187693	14.613571	0.41	12.174286	0.36	0.4888889	14.73	2.2566667	1.61	3.4438462	3.43	3.57	2.0525	0.61	4.7413335	1.7378571	25.585	53.39625	0.5975	0.523	0.3125	0.37666667	0.24	1.5733334	0.05	10.617272	3.816	3.7165384	4.979118	0.48125	6.36875	0.345	5.183	0.32333332	37.936428	0.27875	0.2175	0.33125	93.34875	0.924	1.42	0.9066667	0.49888888	0.21
NFIA	453.39877	30.56	2.7825	4.725	3.27	0.041666668	0.81	13.955	0.019655172	3.445	1.205	1.1516129	2.77	0.24	4.516667	14.584444	9.580625	3.875	0.29	0.8457895	1.475	8.255636	7.3325	21.41	1.676875	0.0	4.4383335	5.968	2.408	12.645	10.2225	0.27	2.716875	0.795	1.4633334	8.579	10.892647	1.25	23.396667	4.9	0.905	2.95	3.8933334	16.951666	1.68625	5.13	15.61	27.833607	5.95	6.775	16.255	8.16875	6.942	31.03125	115.39	1.205	1.1516129	11.148571	27.561333	32.055	3.875	9.924616	10.960714	14.32	23.964285	32.82	10.498889	9.15625	20.833334	23.69	7.8484616	27.516666	21.3355	13.11	9.02625	19.450666	6.3064284	1.9407142	3.26125	14.37	10.457	20.505	29.348333	18.82625	4.4583335	1.385	6.537273	16.99	7.5484614	7.319706	6.14625	11.16125	1.905	12.536	12.081667	9.045714	15.67375	3.39375	1.6225	1.6025	5.319	23.0	12.9383335	8.514444	2.41
NFIB	440.82138	19.395	2.2225	6.48	0.295	0.20333333	0.23	31.625	0.064827584	2.535	2.086	4.0774193	1.25	6.3	2.3466666	13.881667	1.6432812	0.91846156	0.4425	0.6631579	0.5075	1.4201819	0.7	25.815	12.464375	19.96	7.495	5.184	6.178	13.83	20.7375	2.6275	9.10125	9.335	2.3276668	10.146	8.605883	6.9733334	26.286667	9.43	1.905	36.51	8.646667	54.291668	3.105	12.6375	20.905	25.990492	4.595	3.405	5.76875	4.8375	9.389	12.4875	225.92	2.086	4.0774193	30.382856	33.358665	41.137856	0.91846156	14.240769	15.488571	14.98	83.057144	40.1	4.7977777	26.92375	29.003334	33.06	19.486923	24.536667	56.814	41.2975	12.65	19.527334	10.575714	4.3635716	7.77125	27.6425	13.367	20.3525	34.64	11.475	4.213889	4.3175	10.708636	25.992	10.483461	13.895	7.4675	28.9375	3.5825	12.914	12.876667	11.458571	15.620625	3.79375	4.175	3.6625	8.173	34.33	21.946667	13.344444	4.38
